寿眉	2023	80
寿眉	2021	110
寿眉	2019	175
寿眉	2017	200
三级牡丹	2023	110
三级牡丹	2021	165
三级牡丹	2019	225
三级牡丹	2017	275
二级牡丹	2023	165
二级牡丹	2021	215
二级牡丹	2019	279
二级牡丹	2017	362
一级牡丹	2023	210
一级牡丹	2021	295
一级牡丹	2019	383
一级牡丹	2017	498
特级牡丹	2023	500
特级牡丹	2021	650
特级牡丹	2019	845
特级牡丹	2017	1000
银针	2023	1500
银针	2021	1900
银针	2019	2600
